user_name,text,hashtags,mentions
Recyle_Ruskie_T,"RT @PavelDudaAid: Not usual Twitter 📸, but this is part of our team leaving/working EVERYDAY on frontline and this is my fam❤️🇺🇦 my dad wit…",[],['PavelDudaAid']
Solglitter1967,"RT @Rob_Roos: Also one year ago 🤡

President Biden’s climate czar, John Kerry blasted for saying he hopes #Putin will focus on climate chan…",['Putin'],['Rob_Roos']
ShutUpKaren14,"RT @SanK69086335: Eva K.Bartlett interviews Sen. #RichardBlack. Listen to what he says on #Bucha (24:33-30:00)
https://t.co/w9v5MtEaNa
He a…","['RichardBlack', 'Bucha']",['SanK69086335']
Recyle_Ruskie_T,RT @PavelDudaAid: Also @MindyNL79 and all supporters of this fund THANK YOU for your insistence in you goodness! Together we are power and…,[],"['PavelDudaAid', 'MindyNL79']"
Recyle_Ruskie_T,"RT @PavelDudaAid: #Ukraine️ government gave us signs for we supporting huge area in #Harkiv oblast.🤩 that is my first present like this , m…","['Ukraine️', 'Harkiv']",['PavelDudaAid']
TheFawcette,"Yup as @SFDukie points out alt-right apologists 4 #Putin seem 2 have holes in their memory, ignoring history 2 just… https://t.co/kxnl2Ia31f",['Putin'],['SFDukie']
PepeRevueltas1,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
txsguy09,RT @caroljoynt: Some today pics from @FaceTheNation w/ @margbrennan. The exclusives included an on location interview with @CIA Director Wi…,[],"['caroljoynt', 'FaceTheNation', 'margbrennan', 'CIA']"
GordKoko,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
Recyle_Ruskie_T,"RT @PavelDudaAid: Everyday working together 🤍 today more families can cook not on a fire 🔥 With your retweets , activity we can do such a w…",[],['PavelDudaAid']
blogger_artist,Opinion: A day before Ron DeSantis' book is released Ron pulled a political stunt by stripping away Disney's Reedy… https://t.co/o2nLWZszy4,[],[]
Recyle_Ruskie_T,RT @PavelDudaAid: And today in birthday also want to show you some picture from one more efficient trip to #lyman that our Land Rovers is w…,['lyman'],['PavelDudaAid']
ifenna1980,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
thenelipas,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
abominableworks,"Stop Wars | Star Wars Style Font 
""Under review"" at Redbubble; now up on our alternate shop.
Stop Wars | Outline… https://t.co/og5A1GzOW1",[],[]
LendaThode,Russia in trouble! Evidence found #shorts #Ukraine #putin #RussiaIsCollapsing #Belgium #Germany #Ukraine #usa… https://t.co/E1dp1wc3xO,"['shorts', 'Ukraine', 'putin', 'RussiaIsCollapsing', 'Belgium', 'Germany', 'Ukraine', 'usa']",[]
hrasheed911,"RT @WinRussiawill: America, let me introduce you to the President of Ukraine Zelenskyy👇🏽💃🏻

This is where your billions of dollars are goin…",[],['WinRussiawill']
PeaceLover07405,"@runews Yes, despite #putin's best efforts, #Ukraine still is.","['putin', 'Ukraine']",['runews']
OriginsD,"RT @ArMaghak: The Turkish expert reports that in #Nakhijevan the #Azerbaijan'i army was ordered to prepare for #war. Apparently, it means t…","['Nakhijevan', 'Azerbaijan', 'war']",['ArMaghak']
harrygr68605786,"@RepMTG I’d say if #putin was funneling cashola to me, I might be inclined to hear him out, but since he’s only pay… https://t.co/wHy3EtKNx0",['putin'],['RepMTG']
arisnalci,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
Margari30824354,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
SolarAirhead,"#MAGA Reporter SHOCKED when article BACKFIRES magnificently
https://t.co/92sFEdIbw4 @YouTube #USA #America… https://t.co/a2fWa5XVEe","['MAGA', 'USA', 'America']",['YouTube']
m_mortimer79,"RT @WinRussiawill: This video cracks me up every time I watch it 😂

#Russia #Putin #Ukraine #Wagner #Bakhmut #UkraineRussianWar #Belarus #C…","['Russia', 'Putin', 'Ukraine', 'Wagner', 'Bakhmut', 'UkraineRussianWar', 'Belarus']",['WinRussiawill']
Cutestrabbit3,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
Jeremy55188888,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
mhiatt11,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
PepeRevueltas1,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
nigib1,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
EGCollins,@CNN It appears Segal is as good an American as he is an actor. 🙄 #Putin #UkraineRussiaWar https://t.co/TvD3tdBosO,"['Putin', 'UkraineRussiaWar']",['CNN']
mahihkan65,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
amynichole6580,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
KITTYBAYOUTSFAN,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
ramelon,"RT @Roadmaster1253: ""#JOEBIDEN GOT PUTIN BY THE BALLS"" AND #PUTIN IS TERRIFIED 
BECAUSE NOT ONCE DID HE SAY OR MENTION #JOEBIDEN S NAME IN…","['JOEBIDEN', 'PUTIN', 'JOEBIDEN']",['Roadmaster1253']
AnneSokolowski4,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
trevorgumbo,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
ManolinGimenez,"RT @TheStudyofWar: A key takeaway from this 🧵:

The specter of limitless #Russian manpower is a myth. #Putin has already been forced to mak…","['Russian', 'Putin']",['TheStudyofWar']
Monachi02598708,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
HonourableMembr,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
WarFrontline,"🚨#Breaking 🇵🇱will give Ukraine another 10 Leopard 2 tanks, as well as 60 upgraded PT-91 and T-72 tanks.

This was s… https://t.co/pXVUV99vdD",['Breaking'],[]
LejarazuEduardo,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Umbatha_,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
hvroth,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
hvroth,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
NatureVibes666,RT @ipobTamale: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as sh…,['Putin'],['ipobTamale']
ravenmargo1,RT @RussianEmbassy: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just a…,['Putin'],['RussianEmbassy']
Njpchelt,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Heiko_Jessayan,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
korstraw,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
OlSem16,"RT @WeTheFury: 🇷🇺Vladimir region today, Russia

#ZelenskyWarCriminal #Zelensky #Zelensky #Zelink #Zelenskyy #UkraineWar #UkraineRussiaWar #…","['ZelenskyWarCriminal', 'Zelensky', 'Zelensky', 'Zelink', 'Zelenskyy', 'UkraineWar', 'UkraineRussiaWar']",['WeTheFury']
betsythedevine,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
DanielDawit16,"RT @AndebrhanHintsa: ... oh, it's good to know that #Vatican politics also washes its hand of innocent #Ukrainian bloodshed.
..and Presiden…","['Vatican', 'Ukrainian']",['AndebrhanHintsa']
SBBeacon,Mad Vlad #PutinWarCriminal is going to end up as Tsar Nicholas II did during World War 1. #Putin thinks he is a mod… https://t.co/zCHRXHsmTB,"['PutinWarCriminal', 'Putin']",[]
LordChrisK,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ma57002,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
TeamNakMuay30,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
JTurnerGarcia,RT @KrauseForIowa: Straight out of #Putin's playbook. Trump was a real #ManchurianCandidate. Putin wanted him because he owned him. The ube…,"['Putin', 'ManchurianCandidate']",['KrauseForIowa']
Ozgur_V2,"RT @duzdanisaq: 1/2 On anniversary of #UkraineRussiaWar  let's look at #Karabakh #Armenians, #Armenia, #Armenian diaspora. Post is from #Pu…","['UkraineRussiaWar', 'Karabakh', 'Armenians', 'Armenia', 'Armenian']",['duzdanisaq']
heaviest_metal,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
otepofficial,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
mauriciopala07,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
MollyFrankIin,@RoyLovesAmerica @Quin4Trump @Carmatta1 @NoBulls13085098 @SandraGray9 @androidbadboy @SnoJusticeDad… https://t.co/D3jsVoSYrU,[],"['RoyLovesAmerica', 'Quin4Trump', 'Carmatta1', 'NoBulls13085098', 'SandraGray9', 'androidbadboy', 'SnoJusticeDad']"
mgmd0402,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
PutraFryzon,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
PutraFryzon,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
resident4563,RT @zooboos7: F Ukraine #fukraine #ukraine #Biden #Putin #ZelenskyWarCriminal https://t.co/NmJgxIlfT1,"['fukraine', 'ukraine', 'Biden', 'Putin', 'ZelenskyWarCriminal']",['zooboos7']
rossiya_slava,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
rossiya_slava,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
CliveGeorgeHil1,RT @raging545: Zelenskyy was a comedian and a performer who became a great leader. Putin was a leader who became a big joke and there are s…,[],['raging545']
HalfLifeU238,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
nik_peluchetti,"In the meantime #israeal does the same thing #Putin did: annex a new territory, even without a fake referendum. Nob… https://t.co/2OAyA4u6Fs","['israeal', 'Putin']",[]
Hollypongi,"RT @JoWe_FBPEGlobal: 1/2
1 year after the start of the war by #Putin it's time to talk about #Heineken the #2 beer producing company in the…","['Putin', 'Heineken']",['JoWe_FBPEGlobal']
GabracadabraInc,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Dlakadla_Inkabi,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
ArturOrmianinPL,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
Carmelides,Great refinement: music🎶from Mickael Jackson🧒🚸 for #pedoputin😅🥲 #putin #putler #russiaIsCollapsing #russia… https://t.co/qdJ88unFjd,"['pedoputin', 'putin', 'putler', 'russiaIsCollapsing', 'russia']",[]
ladcmalnar,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
maxmcevoy,RT @TomClonan: On this Day - 1 Year of War in #Ukraine -Estimated 800-1000 Ukrainian &amp; Russian men are being Slaughtered on a Daily Basis i…,['Ukraine'],['TomClonan']
EustaquioOcegu1,"RT @HerryNapit: Prigozhin's Wagner Group, Chechens (Kadyrovites), the Russian Army, and the Russians should learn from Iranian women who fi…",[],['HerryNapit']
FightForAssange,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
PeaceLover07405,@OzymandiusUK Boris #Nemtsov was so very right. He spoke the truth. No wonder #putin wanted him out the way. https://t.co/R9Tu3Np7bp,"['Nemtsov', 'putin']",['OzymandiusUK']
SteveSarian1,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
IrinaDadayanYur,"RT @vicgerami: After #Putin , it’s time for his two buddies, #Aliyev &amp; #Erdogan to go! https://t.co/7HhyKd23sH","['Putin', 'Aliyev', 'Erdogan']",['vicgerami']
SANTINO_RUSSO22,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
DooferSteuerza1,"RT @NordicElk: @berlin_bridge If the #West will let #Putin get what he wants, even a part of it, then #Democracies and the #West are finish…","['West', 'Putin', 'Democracies', 'West']","['NordicElk', 'berlin_bridge']"
floch_lionel,RT @BHL: I am in #Kyiv. I just received this letter from @SaakashviliM. Poisoned by #Putin. Imprisoned by the henchmen of the #Kremlin in #…,"['Kyiv', 'Putin', 'Kremlin']","['BHL', 'SaakashviliM']"
raging545,VIDEO from Bakhmut showing battles taking place in the outer areas of the city. #Ukraine #Russia #Putin #Putinswar… https://t.co/t3D8cEezR1,"['Ukraine', 'Russia', 'Putin', 'Putinswar']",[]
Jeana_Luft,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
waynej82,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
Star48625796202,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
Hachiman1986,"RT @ArMaghak: The Turkish expert reports that in #Nakhijevan the #Azerbaijan'i army was ordered to prepare for #war. Apparently, it means t…","['Nakhijevan', 'Azerbaijan', 'war']",['ArMaghak']
PHOLELO4MANY,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
dazilmz,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
revolutionairdj,"At #UN security council..
#Russia stands up for both Ukrainian and Russian deceased. 

The #Satan-ic or #evil… https://t.co/WDIecN0yfQ","['UN', 'Russia', 'Satan', 'evil']",[]
unique_saffa,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
_RussianBully,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
AmbranoS,"RT @Iamshawndean2: @KariLake .@KariLake Nope, we won’t be kneeling next to you &amp; #TrumpCrimeFamily singing #Putin psalms and prayers anytim…","['TrumpCrimeFamily', 'Putin']","['Iamshawndean2', 'KariLake', 'KariLake']"
NICOLASSAABORT,RT @raging545: VIDEO of a Ukrainian drone dropping a well timed grenade onto Russian troops that had apparently been hit before. #Ukraine #…,['Ukraine'],['raging545']
vahegasparyan,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
boilingpoint23,"RT @Therealgsns: ⚠️ BREAKING: Medvedev WARNS: ""A Collapse. Apocalypse . . . Until The Rubble Ceases To Emit Radiation""  https://t.co/hn4gkD…",[],['Therealgsns']
Loveourworld2,"RT @WinRussiawill: This video cracks me up every time I watch it 😂

#Russia #Putin #Ukraine #Wagner #Bakhmut #UkraineRussianWar #Belarus #C…","['Russia', 'Putin', 'Ukraine', 'Wagner', 'Bakhmut', 'UkraineRussianWar', 'Belarus']",['WinRussiawill']
ChrissKristin,RT @BHL: I am in #Kyiv. I just received this letter from @SaakashviliM. Poisoned by #Putin. Imprisoned by the henchmen of the #Kremlin in #…,"['Kyiv', 'Putin', 'Kremlin']","['BHL', 'SaakashviliM']"
cbcwatcher8,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
lucky_ufere,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
ChiccaBis,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
ChiccaBis,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
grey_639,"Professional Hair Curling $17.39
Free Delivery!
https://t.co/1V08oNEdep

#makeupartist #fashion #beauty… https://t.co/1IDicLHEcE","['makeupartist', 'fashion', 'beauty']",[]
rockrosen,@BillKristol 90 years. Not that long ago. Sounds like #Putin's #Russia.  Replace Communists with people who use the… https://t.co/xhBhscWNIr,"['Putin', 'Russia']",['BillKristol']
Solomonokonkwo7,RT @EmbassyofRussia: President #Putin: West seeks unlimited power. It spent over $150 billion on helping &amp; arming Kiev regime. According to…,['Putin'],['EmbassyofRussia']
lookininfo,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
O22780,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
NatureVibes666,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
Therealgsns,"⚠️ BREAKING: Medvedev WARNS: ""A Collapse. Apocalypse . . . Until The Rubble Ceases To Emit Radiation""… https://t.co/3ikjdPCaNd",[],[]
HerryNapit,"RT @HerryNapit: Prigozhin's Wagner Group, Chechens (Kadyrovites), the Russian Army, and the Russians should learn from Iranian women who fi…",[],['HerryNapit']
brianlebalta,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
Someshsangwan,"RT @WinRussiawill: This video cracks me up every time I watch it 😂

#Russia #Putin #Ukraine #Wagner #Bakhmut #UkraineRussianWar #Belarus #C…","['Russia', 'Putin', 'Ukraine', 'Wagner', 'Bakhmut', 'UkraineRussianWar', 'Belarus']",['WinRussiawill']
Jenniearcheo,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
rinushoogstad,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ParisJoyful,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
JorgensenFlinke,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
schiedamseschot,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
EUGENIALAGOSHA,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
kamada089,RT @raging545: VIDEO of the view from the frontlines on the outskirts of Bakhmut. This is most likely to the South of the city #Ukraine #Ru…,['Ukraine'],['raging545']
hakob317,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
RacicOlga,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
Asiyatu4,"RT @mfa_russia: 💬 President #Putin: We are not at war with the people of Ukraine.

They've become hostages of the Kiev regime and its Weste…",['Putin'],['mfa_russia']
Asiyatu4,RT @EmbassyofRussia: President #Putin: I would like to stress that no other country has so many military bases abroad as the US. There are…,['Putin'],['EmbassyofRussia']
AjBaalman,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
tom_soderlund,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
Asiyatu4,RT @EmbassyofRussia: 🇷🇺President #Putin: We are not at war with the people of Ukraine. I have made that clear many times. The people of Ukr…,['Putin'],['EmbassyofRussia']
mazisamobih,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
i_ourpatio,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Twilightzone_01,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ChiccaBis,RT @RussianEmbassy: President #Putin: Those who plotted a new attack against #Donetsk and #Lugansk in #Donbass region understood that #Crim…,"['Putin', 'Donetsk', 'Lugansk', 'Donbass']",['RussianEmbassy']
AleksandrDumont,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
Asiyatu4,"RT @EmbassyofRussia: 🇷🇺President #Putin: Over centuries of colonialism, diktat &amp; hegemony, West got used to being allowed everything, spitt…",['Putin'],['EmbassyofRussia']
JustitiaMatrona,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
Worldinone6,#BREALING: CNN: #Putin plans to annex #Transnistria. #Russia #RussiaIsATerroristState #Moldova #Romania,"['BREALING', 'Putin', 'Transnistria', 'Russia', 'RussiaIsATerroristState', 'Moldova', 'Romania']",[]
husainhaqqani,"RT @HudsonInstitute: Hudson's @ArthurLHerman explains that a long war favors #Putin and #China, not the West, #Ukraine, or the future of #R…","['Putin', 'China', 'Ukraine']","['HudsonInstitute', 'ArthurLHerman']"
Giovanniarpaint,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Asiyatu4,RT @EmbassyofRussia: President #Putin: Appalling method of deception was tested many times before. West behaved just as shamelessly &amp; dupli…,['Putin'],['EmbassyofRussia']
LewMan90,"George Soros is past his prime… link to full video- https://t.co/kHwToSsPMm
#trending #PaulFury #PokemonDay… https://t.co/0NzTtIuxs6","['trending', 'PaulFury', 'PokemonDay']",[]
WrldTch,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
